,location account #,business name,dba name,street address,city,location description,mailing address,mailing city,mailing zip code,naics,primary naics description,council district,location start date,location end date,location,zip_code
759,0000649093-0020-5,"MCDONALD'S RESTAURANTS OF CALIFORNIA, INC.",MCDONALDS 01113,19315 PARTHENIA STREET,northridge,19315 PARTHENIA 91324-3514,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,12,10/09/1992,,"(34.2282, -118.5539)",91324
760,0002358202-0001-0,CRAVINGS INC,KRAVINGS,18663 VENTURA BLVD SUITE #100,tarzana,18663 VENTURA 91356-4190,18663 VENTURA BLVD #100,TARZANA,91356-4190,722110,Full-service restaurants,3,07/11/2008,,"(34.1705, -118.5403)",91356
761,0003265795-0006-1,TENDER GREENS OPCO LLC,TENDER GREENS,13455 MAXELLA AVENUE SUITE #210,marina del rey,13455 Maxella 90292-8838,1201 W 5TH STREET SUITE #T-400,LOS ANGELES,90017-2090,722110,Full-service restaurants,11,07/22/2021,,"(33.9869, -118.4418)",90292
762,0000395716-0001-7,JOSE B SOLARES,YUM YUM DONUTS #41C,13501 HUBBARD STREET,sylmar,13501 HUBBARD 91342-4419,,,,722110,Full-service restaurants,7,02/14/2001,,"(34.31, -118.4273)",91342
763,0003262223-0001-3,DESTINO RESTAURANT INC,,3224 VENICE BLVD,los angeles,3224 VENICE 90019-6240,,,,722110,Full-service restaurants,0,07/26/2021,,,90019
764,0002785261-0001-6,"BOMBO FOODS LA, LLC",,317 S BROADWAY SPACE #D3,los angeles,317 BROADWAY 90013-1227,1155 S LONGWOOD AVENUE,LOS ANGELES,90019-1701,722110,Full-service restaurants,14,07/09/2014,,"(34.0507, -118.2481)",90013
765,0002773409-0001-6,EL COCHINITO INC,,3508 W SUNSET BLVD,los angeles,3508 SUNSET 90026-2106,,,,722110,Full-service restaurants,13,09/08/2014,,"(34.0888, -118.2764)",90026
766,0003145296-0001-6,BIG 1 LLC,TANUKI NO SATO,18206 S WESTERN AVENUE,gardena,18206 WESTERN 90248-3819,,,,722110,Full-service restaurants,15,08/27/2019,,"(33.8649, -118.309)",90248
767,0000195355-0050-1,PANDA EXPRESS INC,PANDA EXPRESS #2348,5867 S CENTRAL AVENUE,los angeles,5867 CENTRAL 90001-1127,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,9,03/21/2014,,"(33.9881, -118.2564)",90001
768,0000850893-0006-7,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,13720 VAN NUYS BLVD,pacoima,13720 VAN NUYS 91331-3618,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,7,11/20/1987,,"(34.2588, -118.432)",91331
769,0000387430-0027-4,"ARAMARK SERVICES, INC.",,2121 AVENUE OF THE STARS,los angeles,2121 AVENUE OF THE STARS 90067-5010,POST OFFICE BOX #7548,PHILADELPHIA,19101-7548,722110,Full-service restaurants,5,11/01/2019,,,90067
770,0002754248-0001-4,BIRRIERIA BALDOMERO,BIRRIERIA BDALDOMERO,3200 MAPLE AVENUE,los angeles,3200 MAPLE 90011-2306,,,,722110,Full-service restaurants,9,01/01/2014,,"(34.0188, -118.2683)",90011
771,0000206996-0001-7,THE GOURMET TOUCH INC,,1415 LACHMAN LANE,pacific palisades,1415 LACHMAN 90272-2233,,,,722110,Full-service restaurants,11,01/01/1992,,"(34.061, -118.55)",90272
772,0003145704-0001-5,L.F.T. GROUP LLC,MARISCOS PARAISO DEL MAR,13862   CHASE STREET,panorama city,13862 CHASE 91402-3302,,,,722110,Full-service restaurants,6,08/27/2019,,"(34.2273, -118.4353)",91402
773,0002799747-0001-2,CCJJ FOOD INC,PAOJAO,928 S WESTERN AVENUE SUITE #137,los angeles,928 WESTERN 90006-1078,,,,722110,Full-service restaurants,10,01/21/2015,,"(34.0547, -118.309)",90006
774,0000239637-0028-8,EL POLLO LOCO INC,EL POLLO LOCO #5975,3350 W VERNON AVENUE,los angeles,3350 VERNON 90008-5257,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,8,02/01/2001,,"(34.0036, -118.3308)",90008
775,0000994864-0001-0,FISHERMANS OUTLET /C,,529 S CENTRAL AVENUE,los angeles,529 CENTRAL 90013-1714,634 CROCKER STREET,LOS ANGELES,90021-1002,722110,Full-service restaurants,14,03/01/1971,,"(34.0407, -118.2398)",90013
776,0003297145-0001-7,THE LILY OF VALLEY BBQ CORPORATION,KING'S MONGOLIAN BBQ,19652 Vanowen,reseda,19652 VANOWEN 91335,19652 Vanowen,Reseda,91335-4945,722110,Full-service restaurants,3,03/01/2022,,"(34.1935, 34.1935)",91335
777,0000768766-0001-0,R L S R BECKS INC,MC DONALDS 11204,8139 SUNLAND BLVD,sun valley,8139 SUNLAND 91352-3949,POST OFFICE BOX #12599,LA CRESCENTA,91224-5599,722110,Full-service restaurants,6,11/30/1989,,"(34.2182, -118.3696)",91352
778,0003299643-0001-3,PHOLIFE999PR LLC,,19300 Rinaldi #348,porter ranch,19300 RINALDI 91326,20633 Walnut,Porter Ranch,91326-4957,722110,Full-service restaurants,12,01/24/2022,,"(34.2739, 34.2739)",91326
779,0003301870-0001-7,"RESTAURANT WORLD, LLC",BOUNGIORNO PIZZA E PASTA,2124 S Central,los angeles,2124 CENTRAL 90011,2124 S Central,Los Angeles,90011-1237,722110,Full-service restaurants,9,03/01/2022,,"(34.0216, 34.0216)",90011
780,0002269427-0003-1,"LAWRY'S RESTAURANTS, INC",TAM O SHANTER INN,2980   LOS FELIZ BLVD,los angeles,2980 LOS FELIZ 90039-1524,100 N LA CIENEGA BLVD,BEVERLY HILLS,90211-2207,722110,Full-service restaurants,13,02/01/1975,,"(34.1254, -118.2643)",90039
781,0000054319-0018-3,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #206,6841 TOPANGA CANYON BLVD,canoga park,6841 TOPANGA CANYON 91303-2355,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,3,04/10/2007,,"(34.1944, -118.6059)",91303
782,0002447365-0001-5,SOMJAI INC,WAT DONG MOON LEK,4356 FOUNTAIN AVENUE,los angeles,4356 FOUNTAIN 90029-2226,9354 BURNET AVENUE UNIT #107,NORTH HILLS,91343-7915,722110,Full-service restaurants,13,06/28/2009,,"(34.0958, -118.2847)",90029
783,0002742950-0001-8,JUAN CARLOS ULLOA,TORTAS AHOGADAS LOS TRIPONES,6102 VINELAND AVENUE,north hollywood,6102 VINELAND 91606-4914,,,,722110,Full-service restaurants,2,03/01/2014,,"(34.1812, -118.3703)",91606
784,0000632276-0002-2,FREDERICK WESTBY,THE PELICAN BELIZEAN CUISINE,4254 S VERMONT AVENUE,los angeles,4254 Vermont 90037-2464,,,,722110,Full-service restaurants,9,01/01/2021,,"(34.0062, -118.2912)",90037
785,0000763334-0002-9,CLUB I ENTERPRISES INC,IRON CITY,589 W 9TH STREET,san pedro,589 9TH 90731-3105,545 W 6TH STREET #303,SAN PEDRO,90731-2571,722110,Full-service restaurants,15,11/01/2010,,"(33.736, -118.2899)",90731
786,0000840775-0001-3,TANDOOR A INDIA INC,TANDOOR INDIA,8406 PERSHING DRIVE,playa del rey,8406 PERSHING 90293-7844,,,,722110,Full-service restaurants,11,10/07/1991,,"(33.9573, -118.443)",90293
787,0003037971-0003-2,LA LIBERTAD RESTAURANTE,LA LIBERTAD RESTAURANTE # 3,21628 SHERMAN WAY,canoga park,21628 Sherman 91303-1538,,,,722110,Full-service restaurants,3,11/01/2019,,"(34.2009, -118.6013)",91303
788,0002849150-0001-9,YONG JA KANG,WASABI JAPANESE NOODLE HOUSE,3444 WILSHIRE BLVD,los angeles,3444 WILSHIRE 90010-2204,,,,722110,Full-service restaurants,10,08/19/2015,,"(34.0617, -118.2988)",90010
789,0000494437-0001-2,LOS BURRITOS INC,,5568 LANKERSHIM BLVD,n hollywood,5568 LANKERSHIM 91601-2726,,,,722110,Full-service restaurants,2,10/01/1984,,"(34.1717, -118.3787)",91601
790,0002822511-0001-8,HI WAI CORP,THAI STOPS,15607 NORDHOFF STREET #A,sepulveda,15607 NORDHOFF 91343-3288,,,,722110,Full-service restaurants,7,06/15/2015,,"(34.2355, -118.472)",91343
791,0000647317-0001-8,GARIBAY INC,EL TAQUITO RESTAURANT,5047 HUNTINGTON DRIVE N,los angeles,5047 HUNTINGTON 90032-1636,,,,722110,Full-service restaurants,14,04/01/1988,,"(34.0887, -118.1723)",90032
792,0003108095-0001-1,"W. ADAMS, LLC",VEES CAFE,5418 W ADAMS BLVD,los angeles,5418 ADAMS 90016-2604,2041   VIRGINIA AVENUE   #D,SANTA MONICA,90404-4824,722110,Full-service restaurants,10,02/26/2019,,"(34.0324, -118.3613)",90016
793,0000747240-0001-4,COMPARIS TRATTORIA PIZZERIA INC,COMPARI'S ITALIAN RESTAURANT,5490 W CENTINELA AVENUE,los angeles,5490 CENTINELA 90045-2032,,,,722110,Full-service restaurants,0,03/11/1998,,"(33.977, -118.3766)",90045
794,0000893294-0001-9,M H ITALIAN EXPRESS INC,ITALIAN EXPRESS,10845 LINDBROOK DRIVE,los angeles,10845 LINDBROOK 90024-3042,,,,722110,Full-service restaurants,5,07/01/1998,,"(34.0602, -118.4425)",90024
795,0002831899-0001-7,HENDRIX ESPINDOLA,,1221 S MARIPOSA AVENUE,los angeles,1221 MARIPOSA 90006-3221,,,,722110,Full-service restaurants,1,05/01/2014,,"(34.0486, -118.2989)",90006
796,0002462104-0001-9,THE BLUE DOG CAFE LLC,THE BLUE DOG,4524 SAUGUS AVENUE,sherman oaks,4524 SAUGUS 91403-4041,1445 5TH STREET,SANTA MONICA,90401-2401,722110,Full-service restaurants,4,09/04/2009,,"(34.1517, -118.4661)",91403
797,0002637069-0013-7,ALVARADO RESTAURANT GROUP LLC,,103 S RAMPART BLVD,los angeles,103 RAMPART 90057-1401,,,,722110,Full-service restaurants,13,01/01/2022,,"(34.0695, -118.2773)",90057
798,0003303836-0001-4,HEXING CORP.,CHINA CHEF'S EXPRESS,2040 S Central,los angeles,2040 CENTRAL 90011,2040 S Central,Los Angeles,90011-1235,722110,Full-service restaurants,9,01/15/2022,,"(34.0226, 34.0226)",90011
799,0000770840-0002-0,"GUARDASHAN & HAPPY, INC",SUBWAY,4919 EAGLE ROCK BLVD,los angeles,4919 EAGLE ROCK 90041-1906,11725 AVENIDA DEL SOL,NORTHRIDGE,91326-1501,722110,Full-service restaurants,14,05/04/1993,,"(34.1354, -118.2152)",90041
800,0000554042-0001-1,BODA INC,BODA RESTAURANT,2310 PASADENA AVENUE #102,los angeles,2310 PASADENA 90031-2277,,,,722110,Full-service restaurants,1,01/01/1987,,"(34.0757, -118.2176)",90031
801,0002705519-0001-8,JOSEPH ANTHONY GONZALEZ,,7121   KITTYHAWK AVENUE,los angeles,7121 KITTYHAWK 90045-2132,,,,722110,Full-service restaurants,11,01/15/2012,,"(33.9731, -118.3753)",90045
802,0002305378-0001-7,PERSHING HILL LLC,PERCH,448 S HILL STREET FLOOR #13-16,los angeles,448 HILL 90013-1163,448 S HILL STREET   SUITE #200,LOS ANGELES,90013-1129,722110,Full-service restaurants,14,01/08/2008,,"(34.0495, -118.251)",90013
803,0002616281-0001-1,EL CAFETALITO SALVADOREAN RESTAURANT INC,EL CAFETALITO SALVADOREAN RESTAURANT,8700 WOODMAN AVENUE #7,arleta,8700 WOODMAN 91331-6552,,,,722110,Full-service restaurants,6,05/16/2012,,"(34.2279, -118.4344)",91331
804,0002856737-0001-7,HIMALAYAN HOUSE LLC,HIMILAYAN HOUSE,1277 W JEFFERSON BLVD,los angeles,1277 JEFFERSON 90007-2939,,,,722110,Full-service restaurants,8,09/01/2015,,"(34.0254, -118.2939)",90007
805,0000168361-0001-1,ASH HOP II INC,INTERNATIONAL HOUSE OF PANCAKES,2912 S SEPULVEDA BLVD,los angeles,2912 SEPULVEDA 90064-3913,,,,722110,Full-service restaurants,5,09/14/1995,,"(34.0286, -118.4294)",90064
806,0002998051-0005-8,"CONCORD COLLECTIVE PARTNERS, LLC",CHICK-FIL-A,100 WORLD WAY SUITE #T144,los angeles,100 WORLD 90045-5870,20408 BASHAN DRIVE SUITE #300,ASHBURN,20147-5553,722110,Full-service restaurants,11,08/25/2018,,"(33.9461, -118.401)",90045
807,0000394451-0005-0,ISLANDS RESTAURANTS LLC,ISLANDS FINE BURGERS & DRINKS,6081 CENTER DRIVE #104,los angeles,6081 CENTER 90045-8830,5760   FLEET STREET   SUITE #100,CARLSBAD,92008-4713,722110,Full-service restaurants,11,03/20/2001,,"(33.9781, -118.393)",90045
808,0002080996-0002-1,CBC RESTAURANT CORP,CBC RESTAURANT CORP CORNER BAKERY   CAFE | CORNER BAKERY CAFE,801 S FIGUEROA STREET #150,los angeles,801 FIGUEROA 90017-3000,14103 Denver West,Lakewood,80401-3114,722110,Full-service restaurants,14,12/01/2005,,"(34.0479, -118.2611)",90017
809,0003283079-0001-2,POCOS FAMILY RESTAURANT INC,,20917 Sherman,canoga park,20917 SHERMAN 91303,20917 Sherman,Canoga Park,91303-1743,722110,Full-service restaurants,3,10/01/2021,,"(34.2015, 34.2015)",91303
810,0003293743-0001-8,"H&H HOSPITALITY GROUP, LLC",,8500 Beverly #113,los angeles,8500 BEVERLY 90048,518 W 7th,Los Angeles,90014-2502,722110,Full-service restaurants,5,03/01/2022,,"(34.0749, 34.0749)",90048
811,0002418086-0001-1,BACARO LA LLC,BACARO LA,2308 S UNION AVENUE,los angeles,2308 UNION 90007-1843,,,,722110,Full-service restaurants,1,01/01/2008,,"(34.0348, -118.2834)",90007
812,0003268196-0001-8,YI PIN CHUAN LLC,,3077 W 8th,los angeles,3077 8TH 90005,3077 W 8th,Los Angeles,90005-1815,722110,Full-service restaurants,10,09/01/2021,,"(34.0578, 34.0578)",90005
813,0003280428-0001-1,LEES CHINESE FAST FOOD INC,,235 S PACIFIC AVENUE UNIT #A,san pedro,235 PACIFIC 90731-2648,,,,722110,Full-service restaurants,15,11/01/2021,,,90731
814,0003268793-0001-3,NISEI RESTAURANT GROUP LLC,SAMA HANDROLLS,950 E 3rd #108,los angeles,950 3RD 90013,288 E Live Oak #A,Arcadia,91006-5664,722110,Full-service restaurants,14,12/01/2021,,"(34.0458, 34.0458)",90013
815,0000106616-0004-2,"EAST COAST FOODS, INC.",,1865 S LA BREA AVENUE,,1865 LA BREA 90019,1514 N GOWER STREET,LOS ANGELES,90028-6422,722110,Full-service restaurants,0,10/20/2021,,"(0.0, 0.0)",90019
816,0000063303-0001-7,M & N PIZZA & PASTA INC,AMECI IN & OUT PIZZA & PASTA,19803 VENTURA BLVD,woodland hills,19803 VENTURA 91364-2627,,,,722110,Full-service restaurants,3,04/23/1992,,"(34.1724, -118.5638)",91364
817,0002645223-0001-0,ROLLIN ROLLINS INC,GYOCHA CAFE,1277 N WILTON PLACE,los angeles,1277 WILTON 90038-2146,,,,722110,Full-service restaurants,13,10/17/2012,,"(34.0944, -118.3135)",90038
818,0002618941-0001-8,TOSCANOVA 2 LP,TOSCAVOVA,4799 COMMONS WAY SUITE #A,calabasas,4799 COMMONS 91302-3372,,,,722110,Full-service restaurants,0,04/15/2012,,"(34.1535, -118.6471)",91302
819,0002908225-0001-1,"MALCOLM BUNNS, DENNIS CHAISSIONS, DENNIS BAINES","SIMPLY DELICIOUS, A CREOLE SOUTHERN CUSINE",4641 W WASHINGTON BLVD,los angeles,4641 WASHINGTON 90016-1727,,,,722110,Full-service restaurants,10,05/02/2016,,"(34.0402, -118.3413)",90016
820,0000520771-0001-6,RASPADOXPRESS CO,,8610 VAN NUYS BLVD #11,panorama city,8610 VAN NUYS 91402-7207,9765 LAUREL CANYON BLVD,PACOIMA,91331-4108,722110,Full-service restaurants,6,05/11/2004,,"(34.2265, -118.4495)",91402
821,0002826578-0019-3,SWEETGREEN LA LLC,SWEETGREEN - WESTWOOD,10922 KINROSS AVENUE,los angeles,10922 Kinross 90024-3406,3101 W Exposition,Los Angeles,90018-3617,722110,Full-service restaurants,5,09/28/2021,,"(34.0604, -118.4459)",90024
822,0000429067-0001-2,SOOD ENTERPRISES INC,JACK IN THE BOX #353,22730 VICTORY BLVD,woodland hills,22730 VICTORY 91367-1632,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,3,01/24/1983,,"(34.1864, -118.6218)",91367
823,0003268192-0001-0,MISUSUSHI INC.,MOMI SUSHI,645 W 9th #107,los angeles,645 9TH 90015,645 W 9TH STREET UNIT #107,LOS ANGELES,90015-1660,722110,Full-service restaurants,14,09/23/2021,,"(34.0458, 34.0458)",90015
824,0002295728-0001-3,BKC INVESTMENT INC,QUIZNOS #648,1441 W KNOX STREET UNIT #600,torrance,1441 KNOX 90501-1357,1441 W KNOX STREET UNIT #600,TORRANCE,90501-1357,722110,Full-service restaurants,15,12/03/2007,,"(33.8541, -118.3026)",90501
825,0002080996-0003-9,CBC RESTAURANT CORP,CBC RESTAURANT CORP CORNER BAKERY   CAFE | CORNER BAKERY CAFE,1019 WESTWOOD BLVD,los angeles,1019 WESTWOOD 90024-2902,14103 Denver West,Lakewood,80401-3114,722110,Full-service restaurants,5,12/01/2005,,"(34.0622, -118.4454)",90024
826,0002979232-0001-3,CARLOS AGUILAR,,5143   ALHAMBRA AVENUE,los angeles,5143 ALHAMBRA 90032-3413,1234   FRASER AVENUE,LOS ANGELES,90022-3810,722110,Full-service restaurants,14,09/01/2016,,"(34.0726, -118.174)",90032
827,0000991047-0001-9,WILSHIRE KINGSLEY INC,"BCD TOFU HOUSE, INC",3575 WILSHIRE BLVD,los angeles,3575 WILSHIRE 90010-2303,,,,722110,Full-service restaurants,10,07/01/2000,,"(34.0617, -118.3028)",90010
828,0000410400-0001-0,BONAVENTURE BREWING CO INC,BONAVENTURE BREWING CO,404 S FIGUEROA STREET #418A,los angeles,404 FIGUEROA 90071-1797,,,,722110,Full-service restaurants,14,11/01/1996,,"(34.0534, -118.256)",90071
829,0002513328-0001-1,SKG FOODS INC,FANTASTIC CAFE,1235 N GAFFEY STREET,san pedro,1235 GAFFEY 90731-1321,,,,722110,Full-service restaurants,15,07/01/2010,,"(33.7552, -118.2922)",90731
830,0003275954-0001-4,OH MY CRAB HOUSE LLC,OH MY CRAB,5820 Melrose FRONT,los angeles,5820 MELROSE 90038,5820 Melrose,Los Angeles,90038-3709,722110,Full-service restaurants,4,11/01/2021,,"(34.0833, 34.0833)",90038
831,0000025810-0001-7,THAILAND PLAZA INC,L A FOOD COURT FAMILY RESTAURANT,5311 HOLLYWOOD BLVD,los angeles,5311 HOLLYWOOD 90027-4910,5321 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,722110,Full-service restaurants,13,11/15/1992,,"(34.1017, -118.3059)",90027
832,0003276548-0001-3,BRITTANI CRAWFORD,BRITTANI CRAWFORD,17701 S Avalon BUILDING,carson,17701 AVALON 90476,17701 S Avalon BUILDING,Carson,90746-1554,722110,Full-service restaurants,0,04/17/2021,,"(33.8692, 33.8692)",90476
833,0002345434-0001-8,APOLINAR CRUZ ARAGON/TOMAS CRUZ ARAGON,EL BURRITO PANZON,2108 BEVERLY BLVD,los angeles,2108 BEVERLY 90057-2204,,,,722110,Full-service restaurants,13,05/22/2008,,"(34.0667, -118.2703)",90057
834,0000453920-0001-5,LA SIRENITA RESTAURANT CORPORATION,LA SIRENITA MEXICAN RESTAURANT | MARISCOS LA SIRENITA,14032 OXNARD STREET,van nuys,14032 OXNARD 91401-3806,,,,722110,Full-service restaurants,2,06/27/1997,,"(34.1793, -118.4387)",91401
835,0002377195-0001-3,"LYHONG CHINESE CUISINE, INC",LOUIE'S CHINESE CUISINE,125 E ANAHEIM STREET UNIT #I & J,wilmington,125 ANAHEIM 90744-4590,,,,722110,Full-service restaurants,15,10/30/2008,,"(33.78, -118.2616)",90744
836,0000978663-0003-1,JGK /C,SUBWAY #13120,19300   RINALDI STREET,porter ranch,19300 RINALDI 91326-1651,,,,722110,Full-service restaurants,0,01/20/2021,,,91326
837,0002833172-0001-5,ANA GLORIA RAMOS VINDEL,TEXIS RESTAURANT,3087 W PICO BLVD,los angeles,3087 PICO 90006-3829,857 S MANHATTAN PLACE UNIT #4,LOS ANGELES,90005-3330,722110,Full-service restaurants,10,01/02/2015,,"(34.0471, -118.3086)",90006
838,0002908949-0001-4,BC SILVER LAKE LLC,BY CHLOE,2520   GLENDALE BLVD,los angeles,2520 GLENDALE 90039-3220,950   3RD AVENUE   FLOOR #22,NEW YORK,10022-2889,722110,Full-service restaurants,13,05/25/2016,,"(34.1031, -118.2591)",90039
839,0003277455-0001-2,TAKURO KAWAMURA,TAK'S POKE BOWL,3138 W Pico,los angeles,3138 PICO 90019,1323 N Orange,Los Angeles,90028-7566,722110,Full-service restaurants,10,03/01/2019,,"(34.0469, 34.0469)",90019
840,0002358624-0001-9,AMI JAPANESE RESTAURANT INC,ASAHI SUSHI,10375 BALBOA BLVD,granada hills,10375 BALBOA 91344-7318,,,,722110,Full-service restaurants,12,02/06/2008,,"(34.2592, -118.5023)",91344
841,0002719085-0001-0,FB DTLA LLC,THE FLAME BROILER,659 S FLOWER STREET,los angeles,659 FLOWER 90017-2805,,,,722110,Full-service restaurants,14,07/18/2013,,"(34.049, -118.2584)",90017
842,0003284210-0001-3,FRANCISCO JORGE QUILIMACO,SABOR MEXICANO,5710 SANTA MONICA BLVD,los angeles,5710 Santa Monica 90038-3202,,,,722110,Full-service restaurants,13,11/01/2021,,"(34.0906, -118.3143)",90038
843,0000054319-0003-5,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #10,13651 ROSCOE BLVD,panorama city,13651 ROSCOE 91402-3941,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,6,03/01/1972,,"(34.2216, -118.4304)",91402
844,0003272024-0001-8,FLORES ALVARADO CORPORATION (FAC),COSTA DEL SOL RESTAURANT,2201 S San Pedro,los angeles,2201 SAN PEDRO 90011,2201 S San Pedro,Los Angeles,90011-1158,722110,Full-service restaurants,9,02/11/2021,,"(34.0248, 34.0248)",90011
845,0002571141-0001-4,5M GROUP LLC,THE FACULTY,707 N HELIOTROPE DRIVE,los angeles,707 HELIOTROPE 90029-2522,,,,722110,Full-service restaurants,13,07/25/2011,,"(34.0837, -118.2949)",90029
846,0003252236-0001-4,BERNARD MALCOLM WALLACE,TASTE OF CARIBBEA EXPRESS,5912 S NORMANDIE AVENUE,los angeles,5912 NORMANDIE 90044,30301   2 KENWOOD AVENUE,LOS ANGELES,90007-0007,722110,Full-service restaurants,9,04/08/2021,,"(33.9873, -118.3)",90044
847,0000604726-0003-9,ATITLAN EXPRESS INC,ATITLAN EXPRESS,1624 W 6TH STREET,los angeles,1624 6TH 90017-1002,,,,722110,Full-service restaurants,1,04/27/2009,,"(34.057, -118.2692)",90017
848,0000775647-0001-3,SEA VIEW RESTAURANTS INC,GLADSTONES 4 FISH,17300 PACIFIC COAST HIGHWAY,pacific palisades,17300 PACIFIC COAST 90272-4169,,,,722110,Full-service restaurants,11,04/01/1990,,"(34.0384, -118.5556)",90272
849,0002783771-0001-6,J & K AMERICANA LLC,POTATO CORNER,620 AMERICANA WAY,glendale,620 AMERICANA 91210-1504,8950 W OLYMPIC BLVD UNIT #532,BEVERLY HILLS,90211-3561,722110,Full-service restaurants,0,08/01/2014,,"(34.1435, -118.2555)",91210
850,0000680389-0001-7,MARIA N GARCIA,LA COSTENA,271 S MAIN STREET,los angeles,271 MAIN 90012-3707,4816 W 111TH STREET,INGLEWOOD,90304-2133,722110,Full-service restaurants,14,04/16/2002,,"(34.05, -118.2453)",90012
851,0003280333-0001-3,PEOPLES PIZZA LLC,PIZZA ORGASMICA,6338 Hollywood,los angeles,6338 HOLLYWOOD 90028,6338 Hollywood,Los Angeles,90028-6303,722110,Full-service restaurants,13,11/20/2021,,"(34.1012, 34.1012)",90028
852,0003301427-0001-8,"HERMANOS REYES RED, INC.",,16119 Sherman,van nuys,16119 SHERMAN 91406,16119 Sherman,Van Nuys,91406-3908,722110,Full-service restaurants,6,09/11/2021,,"(34.2015, 34.2015)",91406
853,0002092426-0001-7,"QUALITY VNZ, LLC",BIG MAMAS & PAPAS PIZZERIA,657 S FLOWER STREET,los angeles,657 FLOWER 90017-2805,,,,722110,Full-service restaurants,14,02/01/2006,,"(34.049, -118.2584)",90017
854,0002337667-0001-7,THAO M NGUYEN,,12905 SHERMAN WAY,north hollywood,12905 SHERMAN 91605-4954,,,,722110,Full-service restaurants,2,05/01/2008,,"(34.2012, -118.4139)",91605
855,0003302746-0001-2,BOYLE HEIGHTS BAR LLC,,3717 WHITTIER BLVD,los angeles,3717 Whittier 90023-1703,,,,722110,Full-service restaurants,14,06/01/2018,,"(34.0247, -118.1931)",90023
856,0003165717-0001-5,"FM RESTAURANTS SIGNATURE OPCO, LLC",SOL MEXICAN COCINA,12775   MILLENNIUM     SUITE #160,playa vista,12775 MILLENNIUM 90094,11065   KNOTT AVENUE   SUITE #A,CYPRESS,90630-5149,722110,Full-service restaurants,11,11/23/2019,,"(33.9761, -118.417)",90094
857,0003165077-0001-0,WH WINDWARD LLC,,23   WINDWARD AVENUE,venice,23 WINDWARD 90291,23   WINDWARD AVENUE,VENICE,90291-4102,722110,Full-service restaurants,11,10/01/2019,,"(33.9873, -118.4733)",90291
858,0000195355-0016-1,PANDA EXPRESS INC,PANDA EXPRESS #275,14561 VENTURA BLVD,sherman oaks,14561 VENTURA 91403-3772,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,4,08/15/1994,,"(34.1511, -118.4501)",91403
859,0000267488-0001-7,SUNGIR INC,CARLS JR RESTAURANT #7384,19400 VENTURA BLVD,tarzana,19400 VENTURA 91356-3031,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,3,11/27/2000,,"(34.1727, -118.5556)",91356
860,0000558001-0001-1,CHOSUN GALBEE RESTAURANT INC,,3330 W OLYMPIC BLVD,los angeles,3330 OLYMPIC 90019-2320,3330 W OLYMPIC BLVD,LOS ANGELES,90019-2320,722110,Full-service restaurants,10,10/01/2001,,"(34.0526, -118.3101)",90019
861,0002789669-0001-4,CAFE GRATITUDE ARTS DISTRICT LLC,,300 S SANTA FE AVENUE SUITE #A,los angeles,300 SANTA FE 90013-1812,8733 W SUNSET BLVD SUITE #205,LOS ANGELES,90069-2244,722110,Full-service restaurants,14,02/01/2015,,"(34.0459, -118.2326)",90013
